name,rating,review_count,address,city,zip_code,phone,website,coordinates,categories,price,dogs_allowed,good_for_kids
Firestone Walker Brewing Company - The Propagator,3.9,1016,"3205 Washington Blvd, Marina Del Rey, CA 90292",Marina Del Rey,90292,+13104398264,https://www.yelp.com/biz/firestone-walker-brewing-company-the-propagator-marina-del-rey?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.98972, 'longitude': -118.44861}","['Brewpubs', 'New American', 'Wine Bars']",$$,Unknown,Unknown
Malibu Farm Pier Cafe,4.1,2245,"23000 Pacific Coast Hwy, Malibu, CA 90265",Malibu,90265,+13104562852,https://www.yelp.com/biz/malibu-farm-pier-cafe-malibu?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0356298, 'longitude': -118.6756308}","['Cafes', 'Burgers', 'Coffee & Tea']",$$,Unknown,Unknown
Nelson's,3.4,1469,"100 Terranea Way, Rancho Palos Verdes, CA 90275",Rancho Palos Verdes,90275,+13102652702,https://www.yelp.com/biz/nelsons-rancho-palos-verdes?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.73694483430643, 'longitude': -118.3989907582397}","['Seafood', 'Gastropubs', 'American']",$$$,Unknown,Unknown
Palmilla Cocina Y Tequila,4.4,2276,"39 Pier Ave, Hermosa Beach, CA 90254",Hermosa Beach,90254,+13103744440,https://www.yelp.com/biz/palmilla-cocina-y-tequila-hermosa-beach?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.862224, 'longitude': -118.40102}","['Mexican', 'Bars', 'Seafood']",$$,Unknown,Unknown
The Stalking Horse Brewery & Freehouse,4.0,428,"10543 W Pico Blvd, Los Angeles, CA 90064",Los Angeles,90064,+14248327511,https://www.yelp.com/biz/the-stalking-horse-brewery-and-freehouse-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.04471, 'longitude': -118.42041}","['Cocktail Bars', 'Brewpubs', 'Tapas/Small Plates']",$$,Unknown,Unknown
Highly Likely,3.8,640,"4310 W Jefferson Blvd, Los Angeles, CA 90016",Los Angeles,90016,+13106224550,https://www.yelp.com/biz/highly-likely-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0253950812194, 'longitude': -118.3433254}","['Coffee & Tea', 'Breakfast & Brunch', 'Bars']",$$,Unknown,Unknown
Zinqué,4.0,358,"1440 Lincoln Blvd, Los Angeles, CA 90291",Los Angeles,90291,+13103102469,https://www.yelp.com/biz/zinqu%C3%A9-los-angeles-4?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.997898, 'longitude': -118.459933}","['French', 'Breakfast & Brunch', 'Cocktail Bars']",$$$,Unknown,Unknown
High Tide,4.2,134,"605 E 4th St, Los Angeles, CA 90013",Los Angeles,90013,+12132217317,https://www.yelp.com/biz/high-tide-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.044503, 'longitude': -118.24037}","['Beer Gardens', 'Cocktail Bars', 'Music Venues']",$$,Unknown,Unknown
AC Bar and Lounge,4.2,46,"2130 E Maple Ave, El Segundo, CA 90245",El Segundo,90245,+13103223333,https://www.yelp.com/biz/ac-bar-and-lounge-el-segundo-4?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.926826, 'longitude': -118.386125}","['Tapas/Small Plates', 'Lounges']",$$,Unknown,Unknown
Coco Beach Bar & Grill,3.9,136,"404 Washington Blvd, Marina del Rey, CA 90292",Marina del Rey,90292,+13109169888,https://www.yelp.com/biz/coco-beach-bar-and-grill-marina-del-rey?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.98102, 'longitude': -118.46329}","['Sports Bars', 'American', 'Breakfast & Brunch']",$$,Unknown,Unknown
Taverna At The Mar Vista,4.1,632,"12249 Venice Blvd, Los Angeles, CA 90066",Los Angeles,90066,+13107516773,https://www.yelp.com/biz/taverna-at-the-mar-vista-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0046416072942, 'longitude': -118.432262332021}","['Mediterranean', 'Greek']",$$,Unknown,Unknown
Hopdoddy Burger Bar,3.7,1051,"12746 Jefferson Blvd, Ste 1120, Playa Vista, CA 90094",Playa Vista,90094,+13104102337,https://www.yelp.com/biz/hopdoddy-burger-bar-playa-vista?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.97639308230781, 'longitude': -118.41777350124462}",['Burgers'],$$,Unknown,Unknown
Calabra,3.8,397,"700 Proper Hotel Rooftop Wilshire Blvd Santa, Santa Monica, CA 90401",Santa Monica,90401,+13106209990,https://www.yelp.com/biz/calabra-santa-monica?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.021337, 'longitude': -118.495073}","['Mediterranean', 'Cocktail Bars']",N/A,Unknown,Unknown
Japonica - El Segundo,4.4,492,"229 N Main St, El Segundo, CA 90245",El Segundo,90245,+14243927621,https://www.yelp.com/biz/japonica-el-segundo-el-segundo-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.9185416, 'longitude': -118.4160949}","['Sushi Bars', 'Ramen']",$$,Unknown,Unknown
Nomad Eatery,4.3,222,"2041 Rosecrans Ave, Ste 190, El Segundo, CA 90245",El Segundo,90245,+13106065500,https://www.yelp.com/biz/nomad-eatery-el-segundo?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.902366, 'longitude': -118.389089}","['Mediterranean', 'New American', 'Seafood']",$$$,Unknown,Unknown
Morrison - Burbank,4.3,532,"3821 W Magnolia Blvd, Burbank, CA 91505",Burbank,91505,+18188430227,https://www.yelp.com/biz/morrison-burbank-burbank?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.167449, 'longitude': -118.348925}","['Gastropubs', 'Burgers', 'New American']",$$,Unknown,Unknown
Melody Bar and Grill,3.9,996,"9132 S Sepulveda Blvd, Los Angeles, CA 90045",Los Angeles,90045,+13106701994,https://www.yelp.com/biz/melody-bar-and-grill-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.9537242, 'longitude': -118.3959079}","['Bars', 'New American', 'Dance Clubs']",$$,Unknown,Unknown
33 Taps DTLA,4.1,195,"1240 S Figueroa St, Los Angeles, CA 90015",Los Angeles,90015,+14422495443,https://www.yelp.com/biz/33-taps-dtla-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.04106, 'longitude': -118.267098}","['Sports Bars', 'Breakfast & Brunch', 'Gastropubs']",$$,Unknown,Unknown
The Penmar,4.1,99,"1233 Rose Ave, Venice, CA 90291",Venice,90291,+13103102576,https://www.yelp.com/biz/the-penmar-venice-4?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.00643, 'longitude': -118.45918}",['American'],N/A,Unknown,Unknown
Kalaveras,4.3,781,"5300 Lankershim Blvd, Ste 130, Hollywood, CA 91601",Hollywood,91601,+18183086518,https://www.yelp.com/biz/kalaveras-hollywood-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.167551300871104, 'longitude': -118.37601915819626}","['Cocktail Bars', 'Latin American', 'Mexican']",$$,Unknown,Unknown
SALT Restaurant and Bar,3.7,1596,"13534 Bali Way, Marina del Rey, CA 90292",Marina del Rey,90292,+14242898223,https://www.yelp.com/biz/salt-restaurant-and-bar-marina-del-rey?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.9801104537557, 'longitude': -118.445956060783}","['New American', 'Cocktail Bars', 'Breakfast & Brunch']",$$,Unknown,Unknown
Saint & Second,4.3,3307,"4828 E 2nd St, Long Beach, CA 90803",Long Beach,90803,+15624334828,https://www.yelp.com/biz/saint-and-second-long-beach?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.76124475344317, 'longitude': -118.13753610004066}","['New American', 'Breakfast & Brunch', 'Cocktail Bars']",$$,Unknown,Unknown
The Six Social House,4.1,972,"10668 W Pico Blvd, Los Angeles, CA 90064",Los Angeles,90064,+13108376662,https://www.yelp.com/biz/the-six-social-house-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.04197, 'longitude': -118.42398}","['New American', 'Breakfast & Brunch', 'Cocktail Bars']",$$,Unknown,Unknown
MESSHALL,3.8,1600,"4500 Los Feliz Blvd, Los Angeles, CA 90027",Los Angeles,90027,+13236606377,https://www.yelp.com/biz/messhall-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.1116, 'longitude': -118.287737}","['Breakfast & Brunch', 'New American', 'Cocktail Bars']",$$,Unknown,Unknown
Bacari Sherman Oaks,4.4,735,"14106 Ventura Blvd, Sherman Oaks, CA 91423",Sherman Oaks,91423,+13239866763,https://www.yelp.com/biz/bacari-sherman-oaks-sherman-oaks?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.149147, 'longitude': -118.440241}","['Tapas/Small Plates', 'Mediterranean', 'Italian']",$$$,Unknown,Unknown
The Guest House,4.2,412,"1750 Hillhurst Ave, Los Angeles, CA 90027",Los Angeles,90027,+13236609930,https://www.yelp.com/biz/the-guest-house-los-angeles-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.102896, 'longitude': -118.287191}","['Cocktail Bars', 'New American', 'Venues & Event Spaces']",$$,Unknown,Unknown
The Doughroom,4.0,939,"3409 Overland Ave, Los Angeles, CA 90034",Los Angeles,90034,+14242586194,https://www.yelp.com/biz/the-doughroom-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0255407029642, 'longitude': -118.412643982327}","['New American', 'Italian', 'Pizza']",$$,Unknown,Unknown
High Rooftop Lounge,3.4,1014,"1697 Pacific Ave, Venice, CA 90291",Venice,90291,+13104521111,https://www.yelp.com/biz/high-rooftop-lounge-venice?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.98714, 'longitude': -118.47209}","['Lounges', 'New American', 'Venues & Event Spaces']",$$$,Unknown,Unknown
The Brews Hall at Del Amo,4.1,571,"21770 Del Amo Cir E, Torrance, CA 90503",Torrance,90503,+13102949838,https://www.yelp.com/biz/the-brews-hall-at-del-amo-torrance-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.8287216157355, 'longitude': -118.346411660314}","['Breweries', 'Sports Bars', 'Chicken Wings']",$$,Unknown,Unknown
Bacari W 3rd,4.4,1430,"8030 3/4 W 3rd St, Los Angeles, CA 90048",Los Angeles,90048,+13239866763,https://www.yelp.com/biz/bacari-w-3rd-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.071706, 'longitude': -118.36479}","['New American', 'Breakfast & Brunch', 'Italian']",$$,Unknown,Unknown
Santa Monica Brew Works,4.1,450,"1920 Colorado Ave, Ste C, Santa Monica, CA 90404",Santa Monica,90404,+13108287629,https://www.yelp.com/biz/santa-monica-brew-works-santa-monica?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.02527, 'longitude': -118.47694}","['Venues & Event Spaces', 'Brewpubs', 'Pizza']",$$,Unknown,Unknown
HATCH,4.3,1004,"700 W 7th St, Ste G600, Los Angeles, CA 90017",Los Angeles,90017,+12132829070,https://www.yelp.com/biz/hatch-los-angeles-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.04780882875867, 'longitude': -118.25870740363874}","['Japanese', 'Tapas/Small Plates', 'Cocktail Bars']",$$,Unknown,Unknown
Idle Hour,4.0,1445,"4824 N Vineland Ave, Los Angeles, CA 91601",Los Angeles,91601,+13238310256,https://www.yelp.com/biz/idle-hour-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.158376, 'longitude': -118.36992}","['American', 'Bars', 'Breakfast & Brunch']",$$,Unknown,Unknown
3 And Out,4.4,57,"244 S Market St, Inglewood, CA 90301",Inglewood,90301,,https://www.yelp.com/biz/3-and-out-inglewood?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.96088624041043, 'longitude': -118.35165147381817}",['Sports Bars'],$$,Unknown,Unknown
Finney's Crafthouse - Burbank,4.3,700,"164 East Palm Ave, Ste 102, Burbank, CA 91502",Burbank,91502,+18185724610,https://www.yelp.com/biz/finneys-crafthouse-burbank-burbank?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.181987, 'longitude': -118.310611}","['New American', 'Burgers', 'Cocktail Bars']",$$,Unknown,Unknown
Brizo Bar & Restaurant,3.6,363,"4360 Via Marina, Marina del Rey, CA 90292",Marina del Rey,90292,+14244435807,https://www.yelp.com/biz/brizo-bar-and-restaurant-marina-del-rey?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.97505867390809, 'longitude': -118.4582984705522}","['New American', 'Breakfast & Brunch', 'Cocktail Bars']",N/A,Unknown,Unknown
Hi Tops - Los Feliz,4.2,45,"1714 N Vermont Ave, Los Angeles, CA 90027",Los Angeles,90027,,https://www.yelp.com/biz/hi-tops-los-feliz-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.102194, 'longitude': -118.291571}","['Gay Bars', 'Cocktail Bars', 'Burgers']",$$,Unknown,Unknown
Fogo de Chão,4.4,1619,"2121 Rosecrans Ave, Ste 1399, El Segundo, CA 90245",El Segundo,90245,+14243971660,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-el-segundo-10?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.9023122699373, 'longitude': -118.38737627708534}","['Steakhouses', 'Breakfast & Brunch', 'Cocktail Bars']",N/A,Unknown,Unknown
Zinqué,3.8,1125,"8684 Melrose, West Hollywood, CA 90069",West Hollywood,90069,+14242843930,https://www.yelp.com/biz/zinqu%C3%A9-west-hollywood-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.08126, 'longitude': -118.38266}","['French', 'Wine Bars', 'Breakfast & Brunch']",$$,Unknown,Unknown
Mo's Place,3.8,316,"203 Culver Blvd, Playa Del Rey, CA 90293",Playa Del Rey,90293,+13108226422,https://www.yelp.com/biz/mos-place-playa-del-rey?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.959398102380135, 'longitude': -118.44853166340224}","['Sports Bars', 'Music Venues', 'Cocktail Bars']",$$,Unknown,Unknown
Venice Beach Bar & Kitchen,4.1,182,"323 Ocean Front Walk, Venice, CA 90291",Venice,90291,+13103923997,https://www.yelp.com/biz/venice-beach-bar-and-kitchen-venice?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.9941813, 'longitude': -118.479844}","['Dive Bars', 'Music Venues', 'American']",$$,Unknown,Unknown
Calamigos Beach Club,3.8,17,"26025 Pacific Coast Hwy, Malibu, CA 90265",Malibu,90265,+18185402440,https://www.yelp.com/biz/calamigos-beach-club-malibu?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0334877120792, 'longitude': -118.742053119933}",['Lounges'],$$,Unknown,Unknown
Lobster Guys Rolls & Fries,4.6,385,"2217 Artesia Blvd, Redondo Beach, CA 90278",Redondo Beach,90278,+13109218427,https://www.yelp.com/biz/lobster-guys-rolls-and-fries-redondo-beach?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.873093, 'longitude': -118.371017}","['Beer Bar', 'Seafood', 'Sports Bars']",$$,Unknown,Unknown
The Six Social House,4.4,3806,"12650 Ventura Blvd, Studio City, CA 91604",Studio City,91604,+18187612319,https://www.yelp.com/biz/the-six-social-house-studio-city?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.1441483, 'longitude': -118.40902114815628}","['New American', 'Gastropubs', 'Breakfast & Brunch']",$$,Unknown,Unknown
Hopdoddy Burger Bar,3.9,1302,"830 S Pacific Coast Hwy Blvd, Ste 116, El Segundo, CA 90245",El Segundo,90245,+13104142337,https://www.yelp.com/biz/hopdoddy-burger-bar-el-segundo?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.903211342850184, 'longitude': -118.39507833309412}",['Burgers'],$$,Unknown,Unknown
Tin Roof Bistro,4.1,2834,"3500 N Sepulveda Blvd, Manhattan Beach, CA 90266",Manhattan Beach,90266,+13109390900,https://www.yelp.com/biz/tin-roof-bistro-manhattan-beach?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.90001, 'longitude': -118.39561}","['New American', 'Cocktail Bars', 'Breakfast & Brunch']",$$,Unknown,Unknown
OLA Restobar,3.2,546,"11040 Downey Ave, Downey, CA 90241",Downey,90241,+15629555533,https://www.yelp.com/biz/ola-restobar-downey-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.94103377389662, 'longitude': -118.1320634}","['Mexican', 'Pizza', 'Sports Bars']",$$,Unknown,Unknown
GRANVILLE,4.4,3051,"8701 Beverly Blvd, West Hollywood, CA 90048",West Hollywood,90048,+14245225161,https://www.yelp.com/biz/granville-west-hollywood-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.07717021374287, 'longitude': -118.38068737404126}","['New American', 'Cocktail Bars']",$$,Unknown,Unknown
HomeState,4.1,374,"12105 E Waterfront Dr, Ste B, Los Angeles, CA 90094",Los Angeles,90094,+12132962383,https://www.yelp.com/biz/homestate-los-angeles-8?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.98029807532215, 'longitude': -118.40753381534508}","['Tex-Mex', 'Breakfast & Brunch', 'Tacos']",$$,Unknown,Unknown
De La Nonna,4.1,598,"710 E 4th Pl, Los Angeles, CA 90013",Los Angeles,90013,+12132211268,https://www.yelp.com/biz/de-la-nonna-los-angeles-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.04502, 'longitude': -118.23749}","['Pizza', 'Wine Bars']",$$,Unknown,Unknown
On The Thirty,3.8,1716,"14622 Ventura Blvd, Ste 112, Sherman Oaks, CA 91403",Sherman Oaks,91403,+18187880330,https://www.yelp.com/biz/on-the-thirty-sherman-oaks?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.15124531581282, 'longitude': -118.45207568451856}","['New American', 'Bars', 'Breakfast & Brunch']",$$,Unknown,Unknown
Gracias Madre,4.0,5262,"8905 Melrose Ave, West Hollywood, CA 90069",West Hollywood,90069,+13239782170,https://www.yelp.com/biz/gracias-madre-west-hollywood-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0807951106153, 'longitude': -118.386972025037}","['Mexican', 'Vegan', 'Breakfast & Brunch']",$$,Unknown,Unknown
Escala,3.9,1608,"3451 W 6th St, Los Angeles, CA 90020",Los Angeles,90020,+12133871113,https://www.yelp.com/biz/escala-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.06373, 'longitude': -118.296869}","['Colombian', 'Gastropubs', 'Cocktail Bars']",$$,Unknown,Unknown
The Chicken Koop,4.3,836,"10000 Paramount Blvd, Downey, CA 90240",Downey,90240,+15623020003,https://www.yelp.com/biz/the-chicken-koop-downey-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.954581, 'longitude': -118.128805}","['Chicken Shop', 'Bars', 'Mexican']",$$,Unknown,Unknown
Sogno Toscano,4.6,242,"1512 Montana Ave, Santa Monica, CA 90403",Santa Monica,90403,+13103932331,https://www.yelp.com/biz/sogno-toscano-santa-monica?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.03284696744458, 'longitude': -118.493878122431}","['Wine Bars', 'Italian']",N/A,Unknown,Unknown
Ollo,4.2,1038,"23750 Pacific Coast Hwy, Malibu, CA 90265",Malibu,90265,+13103171444,https://www.yelp.com/biz/ollo-malibu?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.034107, 'longitude': -118.6931735}","['New American', 'Breakfast & Brunch', 'Cocktail Bars']",$$,Unknown,Unknown
Rasselbock Kitchen & Beer Garden Los Angeles,4.3,416,"3817 Grand View Blvd, Los Angeles, CA 90066",Los Angeles,90066,+13104392938,https://www.yelp.com/biz/rasselbock-kitchen-and-beer-garden-los-angeles-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.00413, 'longitude': -118.43102}","['German', 'Pubs']",$$,Unknown,Unknown
Cal Mex Cantina,4.3,348,"100 Fishermans Wharf, Ste H, Redondo Beach, CA 90277",Redondo Beach,90277,+14243307739,https://www.yelp.com/biz/cal-mex-cantina-redondo-beach-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.83888781502257, 'longitude': -118.39104338582425}","['Gastropubs', 'Mexican']",$$,Unknown,Unknown
Ashland Hill,4.0,820,"2807 Main St, Santa Monica, CA 90405",Santa Monica,90405,+13103923300,https://www.yelp.com/biz/ashland-hill-santa-monica-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0002059936523, 'longitude': -118.481384277344}","['Beer Gardens', 'New American', 'Breakfast & Brunch']",$$,Unknown,Unknown
