name,website,emails,price,zip_code,city,rating,address,review_count,dogs_allowed,phone,categories,good_for_kids
The Homestead,http://www.homesteadsf.com/,"contact@homesteadsf.com [INFERRED], support@homesteadsf.com [INFERRED], info@homesteadsf.com [INFERRED], reservations@homesteadsf.com [INFERRED], hello@homesteadsf.com [INFERRED]",$,94110,San Francisco,4.1,"2301 Folsom St, San Francisco, CA 94110",360,Unknown,+14152824663,"Bars, Venues & Event Spaces",Unknown
Berkeley Social Club,http://www.berkeley-socialclub.com,"contact@berkeley-socialclub.com [INFERRED], support@berkeley-socialclub.com [INFERRED], hello@berkeley-socialclub.com [INFERRED], reservations@berkeley-socialclub.com [INFERRED], info@berkeley-socialclub.com [INFERRED]",$$,94704,Berkeley,4.1,"2050 University Ave, Berkeley, CA 94704",2343,Unknown,+15109005858,"Breakfast & Brunch, Korean, Bars",Unknown
Merkado,http://www.merkadosf.com,"info@merkadosf.com, info@merkadosf.com.",$$,94107,San Francisco,4.1,"130 Townsend St, San Francisco, CA 94107",133,Unknown,+14152270500,"Mexican, Breakfast & Brunch, Cocktail Bars",Unknown
Asiento,http://asientosf.com,"reservations@asientosf.com [INFERRED], support@asientosf.com [INFERRED], info@asientosf.com [INFERRED], contact@asientosf.com [INFERRED], hello@asientosf.com [INFERRED]",$$,94110,San Francisco,4.0,"2730 21st St, San Francisco, CA 94110",407,Unknown,+14158293375,"Tapas/Small Plates, Cocktail Bars, New American",Unknown
83 Proof,,,$$,94105,San Francisco,4.0,"83 1st St, San Francisco, CA 94105",762,Unknown,,"Whiskey Bars, Cocktail Bars",Unknown
In The Wood,http://inthewood.biz,info@inthewood.biz,$$,94705,Berkeley,4.0,"2930 College Ave, Berkeley, CA 94705",290,Unknown,+15106498600,"Gastropubs, Cocktail Bars, New American",Unknown
Aliment,http://alimentsf.com,christine@alimentsf.com,$$,94108,San Francisco,4.0,"786 Bush St, San Francisco, CA 94108",947,Unknown,+14158292737,"New American, American, Cocktail Bars",Unknown
Underdogs Tres,https://underdogstres.com,"catering-orders@underdogstres.com, catering-orders@underdogstres.com.",$$,94122,San Francisco,4.0,"1224 9th Ave, San Francisco, CA 94122",2293,Unknown,+14155668700,"Sports Bars, Mexican",Unknown
Flores San Francisco,http://floressf.com?utm_source=yext&utm_medium=yext,"cortemadera@floressf.com, info@floressf.com, sanmateo@floressf.com, emeryville@floressf.com",$$,94123,San Francisco,4.0,"2030 Union St, San Francisco, CA 94123",1143,Unknown,+14157962926,"Mexican, Cocktail Bars, Breakfast & Brunch",Unknown
Drakes,https://drakessancarlos.com,"contact@drakessancarlos.com [INFERRED], reservations@drakessancarlos.com [INFERRED], support@drakessancarlos.com [INFERRED], hello@drakessancarlos.com [INFERRED], info@drakessancarlos.com [INFERRED]",$$,94070,San Carlos,4.0,"1101 San Carlos Ave, San Carlos, CA 94070",496,Unknown,+16505975080,"New American, Breakfast & Brunch, Cocktail Bars",Unknown
Poesia,http://poesiasf.com/,poesiarestaurant@gmail.com,$$$,94114,San Francisco,4.0,"4072 18th St, San Francisco, CA 94114",937,Unknown,+14152529325,"Italian, Bars",Unknown
The Factory Bar,http://www.thefactorybar.net,"marcus@thefactorybar.net, nicole@thefactorybar.net, tom@thefactorybar.net",$$,94805,Richmond,4.0,"12517 San Pablo Ave, Richmond, CA 94805",187,Unknown,+15107781079,"Cocktail Bars, Pubs",Unknown
The Vault Garden,http://www.thevault555.com,"reservations@thevault555.com [INFERRED], contact@thevault555.com [INFERRED], support@thevault555.com [INFERRED], hello@thevault555.com [INFERRED], info@thevault555.com [INFERRED]",$$$,94104,San Francisco,4.0,"555 California St, Plaza Level, San Francisco, CA 94104",285,Unknown,+14155084675,"American, Cocktail Bars",Unknown
Gao Viet Kitchen & Bar - San Mateo,https://gaokitchen.com,"hello@gaokitchen.com [INFERRED], info@gaokitchen.com [INFERRED], reservations@gaokitchen.com [INFERRED], support@gaokitchen.com [INFERRED], contact@gaokitchen.com [INFERRED]",$$,94401,San Mateo,4.0,"313 S San Mateo Dr, San Mateo, CA 94401",1905,Unknown,+16504772524,"Vietnamese, Seafood, Cocktail Bars",Unknown
Fogbird,https://www.fogbird.co,info@fogbird.co,$$,94401,San Mateo,4.0,"144 South B St, San Mateo, CA 94401",158,Unknown,+16504580049,Cocktail Bars,Unknown
Delarosa Marina,https://delarosasf.com,"872-7363downtown@delarosasf.com, downtown@delarosasf.com, jessica@backofthehouseinc.com, info@delarosasf.com",$$,94123,San Francisco,4.0,"2175 Chestnut St, San Francisco, CA 94123",1981,Unknown,+14156737100,"Italian, Cocktail Bars, Pizza",Unknown
Churchill,http://www.churchillsf.com/,"carlos@churchillsf.com, jacobo@marigoldeventspace.com, info@churchillsf.com",$$,94114,San Francisco,4.0,"198 Church St, San Francisco, CA 94114",389,Unknown,+14155709198,Lounges,Unknown
Li Po Cocktail Lounge,,,$$,94108,San Francisco,4.0,"916 Grant Ave, San Francisco, CA 94108",799,Unknown,+14159820072,"Dive Bars, Cocktail Bars",Unknown
White Cap,https://whitecapsf.com,info@whitecapsf.com,$$,94116,San Francisco,4.0,"3608 Taraval St, San Francisco, CA 94116",145,Unknown,+14156824215,Cocktail Bars,Unknown
Thee Parkside,http://www.theeparkside.com,"booking@theeparkside.com, theeparkside@gmail.com",$,94107,San Francisco,4.0,"1600 17th St, San Francisco, CA 94107",397,Unknown,+14152521330,"Bars, Music Venues",Unknown
The Pig & Whistle,,,$$,94118,San Francisco,4.0,"2801 Geary Blvd, San Francisco, CA 94118",548,Unknown,+14158854779,"Pubs, British",Unknown
Horsefeather,http://www.horsefeatherbar.com,info@horsefeathersf.com,$$,94117,San Francisco,4.0,"528 Divisadero St, San Francisco, CA 94117",685,Unknown,+14158171939,"Cocktail Bars, New American",Unknown
Marigold Event Space,https://marigoldeventspace.com/contact,"support@marigoldeventspace.com [INFERRED], reservations@marigoldeventspace.com [INFERRED], hello@marigoldeventspace.com [INFERRED], contact@marigoldeventspace.com [INFERRED], info@marigoldeventspace.com [INFERRED]",$$,94114,San Francisco,4.9,"194 Church St, Churchill, San Francisco, CA 94114",121,Unknown,+14158869848,"Venues & Event Spaces, Lounges",Unknown
AltoVino,http://altovinosf.com,"contact@altovinosf.com [INFERRED], info@altovinosf.com [INFERRED], hello@altovinosf.com [INFERRED], support@altovinosf.com [INFERRED], reservations@altovinosf.com [INFERRED]",$$$,94133,San Francisco,4.7,"1358 Mason St, San Francisco, CA 94133",250,Unknown,+14155292435,"Wine Bars, Italian, Comfort Food",Unknown
Mesa Maguey,,,$$,94611,Oakland,4.6,"4031 Broadway, Oakland, CA 94611",108,Unknown,+15108444192,"Tacos, Cocktail Bars",Unknown
Last Call Bar,http://lastcallbarsf.com,lastcallbarsf@gmail.com,$,94114,San Francisco,4.4,"3988 18th St, San Francisco, CA 94114",126,Unknown,+14158611310,"Gay Bars, Dive Bars, Cocktail Bars",Unknown
Sun of Wolf,http://www.sunofwolfpa.com,"reservations@sunofwolfpa.com [INFERRED], info@sunofwolfpa.com [INFERRED], hello@sunofwolfpa.com [INFERRED], support@sunofwolfpa.com [INFERRED], contact@sunofwolfpa.com [INFERRED]",$$,94306,Palo Alto,4.4,"406 California Ave, Palo Alto, CA 94306",434,Unknown,+16503258888,"Mexican, Breakfast & Brunch, Cocktail Bars",Unknown
El Mono,http://www.elmonofresh.com,elmonofresh@gmail.com,$$,94530,El Cerrito,4.4,"11720 San Pablo Ave, Ste B, El Cerrito, CA 94530",2489,Unknown,+15107788884,"Peruvian, Latin American, Bars",Unknown
InoVino,http://inovinosanfrancisco.com,"support@inovinosanfrancisco.com [INFERRED], hello@inovinosanfrancisco.com [INFERRED], reservations@inovinosanfrancisco.com [INFERRED], contact@inovinosanfrancisco.com [INFERRED], info@inovinosanfrancisco.com [INFERRED]",$$,94117,San Francisco,4.4,"108B Carl St, San Francisco, CA 94117",239,Unknown,+14156813770,"Italian, Wine Bars",Unknown
Almanac,https://www.almanacbeer.com,"reservations@almanacbeer.com [INFERRED], info@almanacbeer.com [INFERRED], hello@almanacbeer.com [INFERRED], support@almanacbeer.com [INFERRED], contact@almanacbeer.com [INFERRED]",$$,94501,Alameda,4.3,"651B W Tower Ave, Alameda, CA 94501",386,Unknown,+14159923438,Breweries,Unknown
Ghostwood Kitchen,https://www.ghostwood.com,"events@ghostwood.com, info@ghostwood.com",$$,94063,Redwood City,4.3,"911 Main St, Redwood City, CA 94063",108,Unknown,+16507147654,"Cocktail Bars, Brewpubs, Venues & Event Spaces",Unknown
Durty Nelly's,http://durtynellys.food94.com,"reservations@durtynellys.food94.com [INFERRED], contact@durtynellys.food94.com [INFERRED], support@durtynellys.food94.com [INFERRED], info@durtynellys.food94.com [INFERRED], hello@durtynellys.food94.com [INFERRED]",$,94122,San Francisco,4.2,"2328 Irving St, San Francisco, CA 94122",398,Unknown,+14156642555,"Pubs, Irish, Irish Pub",Unknown
Bar Camino,http://www.barcamino.com,"reservations@barcamino.com [INFERRED], support@barcamino.com [INFERRED], hello@barcamino.com [INFERRED], contact@barcamino.com [INFERRED], info@barcamino.com [INFERRED]",$$,94596,Walnut Creek,4.2,"1470 N Broadway, Walnut Creek, CA 94596",479,Unknown,+19257226466,"Mexican, Cocktail Bars",Unknown
Batch & Brine,http://www.batchandbrine.com,"contact@batchandbrine.com [INFERRED], hello@batchandbrine.com [INFERRED], info@batchandbrine.com [INFERRED], support@batchandbrine.com [INFERRED], reservations@batchandbrine.com [INFERRED]",$$,94549,Lafayette,4.2,"3602 Mt Diablo Blvd, Lafayette, CA 94549",879,Unknown,+19252985687,"Bars, Burgers, Sandwiches",Unknown
Roger Bar & Restaurant,https://www.rogerbarandrestaurant.com,"roger@theameswellhotel.com, roger@theameswellhotel.com.looking",$$,94043,Mountain View,4.1,"800 Moffett Blvd, The Ameswell Hotel, Mountain View, CA 94043",282,Unknown,+16507441030,"New American, Bars",Unknown
Puesto,https://www.eatpuesto.com/location/Concord/,"hello@eatpuesto.com [INFERRED], support@eatpuesto.com [INFERRED], reservations@eatpuesto.com [INFERRED], info@eatpuesto.com [INFERRED], contact@eatpuesto.com [INFERRED]",$$,94520,Concord,4.1,"2035 Diamond Blvd, Ste 100, Concord, CA 94520",2787,Unknown,+19253347794,"Mexican, Cocktail Bars",Unknown
Chief Sullivan's,http://www.chiefsullivans.com,"party@chiefsullivans.com, reservations@chiefsullivanssf.com, info@chiefsullivans.com, info@chiefsullivanssf.com",$$,94133,San Francisco,4.1,"622 Green St, San Francisco, CA 94133",150,Unknown,+14157229109,"Sports Bars, Breakfast & Brunch, Cocktail Bars",Unknown
Bear Vs Bull,https://drafthouse.com/sf/theater-bar/new-mission,"contact@drafthouse.com [INFERRED], hello@drafthouse.com [INFERRED], support@drafthouse.com [INFERRED], reservations@drafthouse.com [INFERRED], info@drafthouse.com [INFERRED]",$$,94110,San Francisco,4.0,"2550 Mission St, San Francisco, CA 94110",60,Unknown,+14155495959,"Beer Bar, Cocktail Bars",Unknown
Roses’ Taproom,http://www.rosestaproom.com,info@rosestaproom.com,$$,94609,Oakland,4.0,"4930 Telegraph Ave, Oakland, CA 94609",165,Unknown,+15108583969,Breweries,Unknown
San Agus Cocina Urbana & Cocktails,https://www.sanagus.com,"social@sanagus.com., social@sanaguspa.com, social@sanagus.com, events@sanagus.com",$$,94301,Palo Alto,4.0,"115 Hamilton Ave, Palo Alto, CA 94301",452,Unknown,+16508471334,"Cocktail Bars, Tapas/Small Plates, Tacos",Unknown
Aracely Cafe,http://www.aracelysf.com/,hello@aracelysf.com,$$,94130,San Francisco,4.0,"401 13th St, Ste 312, San Francisco, CA 94130",409,Unknown,+14158432209,"New American, Venues & Event Spaces, Bars",Unknown
The Dubliner,http://www.dublinerbarsf.com,"support@dublinerbarsf.com [INFERRED], reservations@dublinerbarsf.com [INFERRED], contact@dublinerbarsf.com [INFERRED], info@dublinerbarsf.com [INFERRED], hello@dublinerbarsf.com [INFERRED]",$$,94114,San Francisco,4.0,"3838 24th St, San Francisco, CA 94114",168,Unknown,+14158262279,Sports Bars,Unknown
Co Nam,http://www.conamrestaurants.com,"contact@conamrestaurants.com [INFERRED], reservations@conamrestaurants.com [INFERRED], info@conamrestaurants.com [INFERRED], support@conamrestaurants.com [INFERRED], hello@conamrestaurants.com [INFERRED]",$$,94609,Oakland,4.0,"3936 Telegraph Ave, Oakland, CA 94609",353,Unknown,+15108911232,"Vietnamese, Cocktail Bars, Breakfast & Brunch",Unknown
Longboard Bar And Venue,http://www.thelongboardbar.com,"booking@longboardlive.com, %20booking@longboardlive.com, longboardbar@gmail.com",$$,94044,Pacifica,4.0,"180 Eureka Sq, Pacifica, CA 94044",120,Unknown,+16507337934,"Bars, Music Venues",Unknown
Humble Sea Brewing,https://humblesea.com/pages/pacifica-taproom-location-page,"support@humblesea.com [INFERRED], info@humblesea.com [INFERRED], hello@humblesea.com [INFERRED], contact@humblesea.com [INFERRED], reservations@humblesea.com [INFERRED]",$$,94044,Pacifica,3.9,"5560 Pacific Coast Hwy, Pacifica, CA 94044",267,Unknown,+16508988008,"Beer Gardens, Beer Bar, American",Unknown
Mars Bar & Restaurant,http://www.marsbarsf.com,"support@marsbarsf.com [INFERRED], info@marsbarsf.com [INFERRED], contact@marsbarsf.com [INFERRED], hello@marsbarsf.com [INFERRED], reservations@marsbarsf.com [INFERRED]",$$,94103,San Francisco,3.9,"798 Brannan St, San Francisco, CA 94103",496,Unknown,+14156216277,"Bars, New American",Unknown
Avenida Restaurant,https://avenidarestaurant.net,"hello@avenidarestaurant.net [INFERRED], reservations@avenidarestaurant.net [INFERRED], info@avenidarestaurant.net [INFERRED], contact@avenidarestaurant.net [INFERRED], support@avenidarestaurant.net [INFERRED]",$$,94401,San Mateo,3.9,"201 E 3rd Ave, San Mateo, CA 94401",915,Unknown,+16507813637,"Filipino, Cocktail Bars, Asian Fusion",Unknown
Jupiter,http://www.jupiterbeer.com/,"music@jupiterbeer.com, managers@jupiterbeer.com, reservations@jupiterbeer.com.",$$,94704,Berkeley,3.9,"2181 Shattuck Ave, Berkeley, CA 94704",3674,Unknown,+15108438277,"Pizza, Chicken Wings, Brewpubs",Unknown
Uno Dos Tacos,http://www.unodostacos.com?utm_source=yext&utm_medium=yext,"contact@unodostacos.com [INFERRED], info@unodostacos.com [INFERRED], hello@unodostacos.com [INFERRED], support@unodostacos.com [INFERRED], reservations@unodostacos.com [INFERRED]",$$,94105,San Francisco,3.9,"595 Market St, San Francisco, CA 94105",994,Unknown,+14159746922,"Mexican, Bars, Salad",Unknown
Torsap Thai Kitchen,http://torsapthaikitchen.com,"contact@torsapthaikitchen.com [INFERRED], hello@torsapthaikitchen.com [INFERRED], info@torsapthaikitchen.com [INFERRED], reservations@torsapthaikitchen.com [INFERRED], support@torsapthaikitchen.com [INFERRED]",$$,94596,Walnut Creek,3.9,"1388 Locust St, Walnut Creek, CA 94596",1890,Unknown,+19254332166,"Thai, Cocktail Bars, Caterers",Unknown
Nickies,http://nickiesbarsf.com,"contact@nickiesbarsf.com [INFERRED], reservations@nickiesbarsf.com [INFERRED], info@nickiesbarsf.com [INFERRED], support@nickiesbarsf.com [INFERRED], hello@nickiesbarsf.com [INFERRED]",$$,94117,San Francisco,3.9,"466 Haight St, San Francisco, CA 94117",450,Unknown,+14159477800,"American, Pubs, Sports Bars",Unknown
The Sycamore,http://thesycamoresf.com,"contact@thesycamoresf.com [INFERRED], info@thesycamoresf.com [INFERRED], reservations@thesycamoresf.com [INFERRED], support@thesycamoresf.com [INFERRED], hello@thesycamoresf.com [INFERRED]",$$,94110,San Francisco,3.9,"2140 Mission St, San Francisco, CA 94110",830,Unknown,+14152527704,"Gastropubs, Bars",Unknown
Delarosa Downtown,https://delarosasf.com,"872-7363downtown@delarosasf.com, downtown@delarosasf.com, jessica@backofthehouseinc.com, info@delarosasf.com",$$,94103,San Francisco,3.9,"37 Yerba Buena Ln, San Francisco, CA 94103",1818,Unknown,+14158727363,"Pizza, Italian, Cocktail Bars",Unknown
Anina,https://www.aninasf.com,"94102drink@aninasf.com, events@aninasf.com, drink@aninasf.com, drink@aninasf.com., events@aninasf.com.",$$,94102,San Francisco,3.9,"482 Hayes St, San Francisco, CA 94102",269,Unknown,,"Cocktail Bars, Wine Bars, Beer Bar",Unknown
Palm House,https://www.palmhousesf.com,"info@palmhousesf.com, haley@palmhousehospitality.com., haley@palmhousehospitality.com",$$,94123,San Francisco,3.9,"2032 Union St, San Francisco, CA 94123",1364,Unknown,+14157499959,"Breakfast & Brunch, Hawaiian, Cocktail Bars",Unknown
Acquolina,http://acquolina.us,"reservations@acquolina.us [INFERRED], info@acquolina.us [INFERRED], hello@acquolina.us [INFERRED], contact@acquolina.us [INFERRED], support@acquolina.us [INFERRED]",$$,94133,San Francisco,3.9,"1600 Stockton St, San Francisco, CA 94133",791,Unknown,+14157810331,"Pizza, Italian, Wine Bars",Unknown
Mosto,https://www.mostobar.com,events@tacolicious.com,$$,94110,San Francisco,3.9,"741 Valencia St, San Francisco, CA 94110",306,Unknown,+14156496077,"Mexican, Cocktail Bars",Unknown
Cavana,http://www.cavanasf.com,"94158hola@cavanasf.com415-757-1470, hola@cavanasf.com",$$$,94158,San Francisco,3.9,"100 Channel St, Fl 17, San Francisco, CA 94158",415,Unknown,+14157571470,Cocktail Bars,Unknown
Angelicas,http://www.angelicasllc.com/,"reservations@angelicasllc.com [INFERRED], contact@angelicasllc.com [INFERRED], support@angelicasllc.com [INFERRED], hello@angelicasllc.com [INFERRED], info@angelicasllc.com [INFERRED]",$$,94063,Redwood City,3.9,"863 Main St, Redwood City, CA 94063",1304,Unknown,+16506798184,"Breakfast & Brunch, Latin American, Cocktail Bars",Unknown
The Monk's Kettle,https://oakland.monkskettle.com,info@monkskettle.com,$$,94618,Oakland,3.9,"5484 College Ave, Oakland, CA 94618",2357,Unknown,+14158659523,"Bars, Gastropubs",Unknown
Beer Baron Bar & Kitchen,https://www.beerbaronbar.com,"events@beerbaronbar.com, info@beerbaronbar.com, info@beerbaronbar.comfor",$$,94566,Pleasanton,3.9,"336 Saint Mary St, Pleasanton, CA 94566",870,Unknown,+19252238577,"Beer Bar, Cocktail Bars, New American",Unknown
The Blarney Stone,https://blarneystonebar.wixsite.com/the-blarney-stone,"hello@blarneystonebar.wixsite.com [INFERRED], info@blarneystonebar.wixsite.com [INFERRED], reservations@blarneystonebar.wixsite.com [INFERRED], contact@blarneystonebar.wixsite.com [INFERRED], support@blarneystonebar.wixsite.com [INFERRED]",$,94121,San Francisco,3.9,"5625 Geary Blvd, San Francisco, CA 94121",256,Unknown,+14153869914,"Pubs, Irish, Irish Pub",Unknown
Saffron Kitchen,http://www.saffronk.com,hello@saffronk.com,$$,94618,Oakland,4.7,"5940 College Ave, Oakland, CA 94618",118,Unknown,+15107359220,"Mediterranean, Afghan, Cocktail Bars",Unknown
Alameda Brewing,http://alamedabrewing.co,"support@alamedabrewing.co [INFERRED], hello@alamedabrewing.co [INFERRED], contact@alamedabrewing.co [INFERRED], reservations@alamedabrewing.co [INFERRED], info@alamedabrewing.co [INFERRED]",$$,94501,Alameda,4.6,"1716 Park St, Alameda, CA 94501",391,Unknown,+15102178885,"Breweries, Beer Bar",Unknown
The Black Horse London Pub,http://www.blackhorselondon.com,"hello@blackhorselondon.com [INFERRED], contact@blackhorselondon.com [INFERRED], support@blackhorselondon.com [INFERRED], reservations@blackhorselondon.com [INFERRED], info@blackhorselondon.com [INFERRED]",$,94123,San Francisco,4.6,"1514 Union St, San Francisco, CA 94123",357,Unknown,,Pubs,Unknown
The Bar On Dolores,http://www.thebarondolores.com,"contact@thebarondolores.com [INFERRED], info@thebarondolores.com [INFERRED], reservations@thebarondolores.com [INFERRED], support@thebarondolores.com [INFERRED], hello@thebarondolores.com [INFERRED]",$,94110,San Francisco,4.5,"1600 Dolores St, San Francisco, CA 94110",76,Unknown,+14156951745,"Sports Bars, Food Trucks, Street Vendors",Unknown
Stookey's Club Moderne,http://stookeysclubmoderne.com,"contact@stookeysclubmoderne.com [INFERRED], info@stookeysclubmoderne.com [INFERRED], support@stookeysclubmoderne.com [INFERRED], hello@stookeysclubmoderne.com [INFERRED], reservations@stookeysclubmoderne.com [INFERRED]",$$,94108,San Francisco,4.5,"895 Bush St, San Francisco, CA 94108",232,Unknown,+14157719695,Cocktail Bars,Unknown
Stamp Bar & Grill,http://www.stampbarandgrill.com,dine@stampbarandgrill.com,$$,94070,San Carlos,4.4,"773 Laurel St, San Carlos, CA 94070",501,Unknown,+16502265164,"New American, Bars",Unknown
Casaro Osteria,https://www.casaroosteria.com,"contact@casaroosteria.com [INFERRED], support@casaroosteria.com [INFERRED], info@casaroosteria.com [INFERRED], reservations@casaroosteria.com [INFERRED], hello@casaroosteria.com [INFERRED]",$$,94123,San Francisco,4.3,"2136 Union St, San Francisco, CA 94123",311,Unknown,+14153747788,"Pizza, Cocktail Bars",Unknown
Noeteca Wine Bar,http://noetecawinebar.com,micdamico@hotmail.com,$$,94110,San Francisco,4.3,"1551 Dolores St, San Francisco, CA 94110",530,Unknown,+14153773487,"Wine Bars, Cafes, Brazilian",Unknown
Laguna Cafe,,,$$,94117,San Francisco,4.3,"1821 Haight St, San Francisco, CA 94117",485,Unknown,+14159302446,"Hookah Bars, Middle Eastern",Unknown
The Preacher's Daughter,http://www.preachersdaughterbar.com,"reservations@preachersdaughterbar.com [INFERRED], support@preachersdaughterbar.com [INFERRED], contact@preachersdaughterbar.com [INFERRED], info@preachersdaughterbar.com [INFERRED], hello@preachersdaughterbar.com [INFERRED]",$$,94501,Alameda,4.3,"1629 Park St, Alameda, CA 94501",254,Unknown,+15109958041,"Cafes, Cocktail Bars, Breakfast & Brunch",Unknown
Armistice Brewing Company,http://www.armisticebrewing.com,contact@armisticebrewing.com,$$,94804,Richmond,4.3,"845 Marina Bay Pkwy, Ste 1, Richmond, CA 94804",208,Unknown,+15102304966,Breweries,Unknown
Puesto Santa Clara,https://www.eatpuesto.com/location/santa-clara/,"hello@eatpuesto.com [INFERRED], support@eatpuesto.com [INFERRED], reservations@eatpuesto.com [INFERRED], info@eatpuesto.com [INFERRED], contact@eatpuesto.com [INFERRED]",$$,95054,Santa Clara,4.2,"2752 Augustine Dr, Ste 110, Santa Clara, CA 95054",3323,Unknown,+14083339750,"Mexican, Cocktail Bars",Unknown
Ayawaska Hilltop,https://ayawaskasf.com,"info@ayawaskasf.com [INFERRED], contact@ayawaskasf.com [INFERRED], reservations@ayawaskasf.com [INFERRED], hello@ayawaskasf.com [INFERRED], support@ayawaskasf.com [INFERRED]",$$$,94945,Novato,4.2,"850 Lamont Ave, Novato, CA 94945",647,Unknown,+14159442066,"Peruvian, Bars, Salad",Unknown
Farmhouse Kitchen Thai Cuisine,http://www.farmhousethai.com/oakland/,"contact@farmhousethai.com [INFERRED], reservations@farmhousethai.com [INFERRED], hello@farmhousethai.com [INFERRED], info@farmhousethai.com [INFERRED], support@farmhousethai.com [INFERRED]",$$$,94607,Oakland,4.2,"336 Water St, Oakland, CA 94607",2286,Unknown,+15104190541,"Thai, Cocktail Bars, Desserts",Unknown
State Room ,http://www.stateroombrewery.com/,info@stateroombrewery.com,$$,94901,San Rafael,4.2,"1132 4th St, San Rafael, CA 94901",702,Unknown,+14152957929,"Breweries, American, Bars",Unknown
Room 389,,,$$,94610,Oakland,4.2,"389 Grand Ave, Oakland, CA 94610",509,Unknown,+15109366389,Bars,Unknown
Aquitaine,https://aquitainesf.com,"yhdv@z., u@of.o",$$,94114,San Francisco,4.1,"216 Church St, San Francisco, CA 94114",391,Unknown,+14156587863,"Wine Bars, French",Unknown
Speisekammer,http://speisekammer.com,ւe@furvv.,$$$,94501,Alameda,4.1,"2424 Lincoln Ave, Alameda, CA 94501",1714,Unknown,+15105221300,"German, Bars",Unknown
El Rio,http://www.elriosf.com/,"tyla.elrio@gmail.com, hello@elriosf.com, elriosflive@gmail.com, mailto.hello@elriosf.com, 94110hello@elriosf.com415-282-3325",$,94110,San Francisco,4.1,"3158 Mission St, San Francisco, CA 94110",800,Unknown,+14152823325,"Music Venues, Gay Bars, Dive Bars",Unknown
Todos,https://www.todosbuenos.com,info2315@todosbuenos.com,$$,94612,Oakland,4.1,"2315 Valdez St, Oakland, CA 94612",216,Unknown,+15108085584,"Mexican, Caterers, Cocktail Bars",Unknown
Fieldwork Brewing Company,https://fieldworkbrewing.com/corte-madera/,"contact@fieldworkbrewing.com [INFERRED], support@fieldworkbrewing.com [INFERRED], info@fieldworkbrewing.com [INFERRED], hello@fieldworkbrewing.com [INFERRED], reservations@fieldworkbrewing.com [INFERRED]",$$,94925,Corte Madera,4.1,"107 Corte Madera Town Ctr, Corte Madera, CA 94925",145,Unknown,+14158918273,"Salad, Beer Bar, Pizza",Unknown
LV Mar Tapas & Cocktails,https://www.lvmar.com,"hello@lvmar.com [INFERRED], info@lvmar.com [INFERRED], reservations@lvmar.com [INFERRED], support@lvmar.com [INFERRED], contact@lvmar.com [INFERRED]",$$,94063,Redwood City,4.1,"2042 Broadway, Redwood City, CA 94063",900,Unknown,+18774088234,"Latin American, Tapas/Small Plates, Cocktail Bars",Unknown
Danny Coyle's,http://www.dannycoyles.com,"info@dannycoyles.com [INFERRED], reservations@dannycoyles.com [INFERRED], hello@dannycoyles.com [INFERRED], support@dannycoyles.com [INFERRED], contact@dannycoyles.com [INFERRED]",$,94117,San Francisco,4.1,"668 Haight St, San Francisco, CA 94117",388,Unknown,+14155588375,"Sports Bars, Irish Pub",Unknown
Drake’s Dealership,https://drinkdrakes.com/places/dealership/,"reservations@drinkdrakes.com [INFERRED], info@drinkdrakes.com [INFERRED], hello@drinkdrakes.com [INFERRED], contact@drinkdrakes.com [INFERRED], support@drinkdrakes.com [INFERRED]",$$,94612,Oakland,4.1,"2325 Broadway Auto Row, Oakland, CA 94612",2429,Unknown,+15105682739,"Breweries, American, Pizza",Unknown
Nighthawk,http://www.nighthawkbar.com,"info@nighthawkbar.com [INFERRED], hello@nighthawkbar.com [INFERRED], support@nighthawkbar.com [INFERRED], contact@nighthawkbar.com [INFERRED], reservations@nighthawkbar.com [INFERRED]",$$,94063,Redwood City,4.0,"2033 Broadway, Redwood City, CA 94063",128,Unknown,+16505038025,"Cocktail Bars, Lounges",Unknown
Alpine Inn,http://www.alpineinnpv.com,"greg@avenir-rg.com, contact@alpineinnpv.com, malou@alpineinnpv.com, juan@alpineinnpv.com, sean@alpineinnpv.com, donny@alpineinnpv.com, michelle@avenir-rg.com",$$,94028,Portola Valley,4.0,"3915 Alpine Rd, Portola Valley, CA 94028",1057,Unknown,+16508544004,"Burgers, Beer Gardens, Pizza",Unknown
The Peak's Bar Noe Valley,,,$,94114,San Francisco,4.0,"1316 Castro St, San Francisco, CA 94114",107,Unknown,+14158260100,"Dive Bars, Sports Bars, Pubs",Unknown
Fieldwork Brewing,https://fieldworkbrewing.com/san-leandro/,"contact@fieldworkbrewing.com [INFERRED], support@fieldworkbrewing.com [INFERRED], info@fieldworkbrewing.com [INFERRED], hello@fieldworkbrewing.com [INFERRED], reservations@fieldworkbrewing.com [INFERRED]",$$,94577,San Leandro,4.0,"100 W Juana Ave, San Leandro, CA 94577",243,Unknown,+15105644298,"Pizza, Brewpubs, Venues & Event Spaces",Unknown
VinoRosso,http://www.vinorossosf.com,"contact@vinorossosf.com [INFERRED], info@vinorossosf.com [INFERRED], hello@vinorossosf.com [INFERRED], support@vinorossosf.com [INFERRED], reservations@vinorossosf.com [INFERRED]",$$,94110,San Francisco,3.9,"629 Cortland Ave, San Francisco, CA 94110",231,Unknown,+14156471268,"Italian, Wine Bars, Specialty Food",Unknown
Mr. Bing's,,,$$,94133,San Francisco,3.9,"201 Columbus Ave, San Francisco, CA 94133",303,Unknown,,Dive Bars,Unknown
