name,website,emails,price,zip_code,city,rating,address,review_count,dogs_allowed,phone,categories,good_for_kids
JOEY Woodland Hills,https://joeyrestaurants.com/location/joey-woodland-hills,accessibility@joeyrestaurants.com,$$$,91367,Woodland Hills,4.1,"6344 Topanga Canyon Blvd, Ste 1010, Woodland Hills, CA 91367",5301,Unknown,+18183405639,"New American, Lounges, Steakhouses",Unknown
Rappahannock Oyster Bar,http://www.rappbardtla.com,,$$,90021,Los Angeles,4.1,"777 S Alameda St, Ste 154, Los Angeles, CA 90021",630,Unknown,+13234354004,"Seafood, Bars, American",Unknown
Finneys Crafthouse - Porter Ranch,https://www.finneyscrafthouse.com,,$$,91326,Porter Ranch,4.0,"20065 W Rinaldi St, Ste 170, Porter Ranch, CA 91326",802,Unknown,+18184772055,"New American, Cocktail Bars, Burgers",Unknown
Big Bar,http://www.alcovecafe.com/bigbar/,info@alcovecafe.com,$$,90027,Los Angeles,4.0,"1927 Hillhurst Ave, Los Angeles, CA 90027",181,Unknown,+13236440100,Cocktail Bars,Unknown
Forman's Whiskey Tavern,http://www.formanstavern.com/,,$$,91602,Toluca Lake,4.0,"10149 Riverside Dr, Toluca Lake, CA 91602",607,Unknown,+18187606900,"New American, Whiskey Bars, Cocktail Bars",Unknown
The Butcher's Daughter,https://thebutchersdaughter.com/location-all/west-hollywood,"melrose@thebutchersdaughter.com, venice@thebutchersdaughter.com, bd.venice@thebutchersdaughter.com, bd.brooklyn@thebutchersdaughter.com, bd.west@thebutchersdaughter.com, bd.nolita@thebutchersdaughter.com",$$,90069,West Hollywood,4.0,"8755 Melrose Ave, West Hollywood, CA 90069",411,Unknown,+13107071630,"Vegetarian, Cocktail Bars, Gluten-Free",Unknown
The Rockefeller - Redondo Beach,http://www.eatrockefeller.com,,$$,90277,Redondo Beach,4.0,"1707 S Catalina Ave, Redondo Beach, CA 90277",527,Unknown,+14243507862,"Gastropubs, Breakfast & Brunch, Cocktail Bars",Unknown
Zinqué,https://www.lezinque.com/dtla,,$$$,90015,Los Angeles,4.0,"939 S Broadway, Los Angeles, CA 90015",511,Unknown,+12133950946,"Breakfast & Brunch, French, Cocktail Bars",Unknown
Lala's Argentine Grill,https://lalasgrill.com,,$$,90046,Los Angeles,4.0,"7229 Melrose Ave, Los Angeles, CA 90046",2302,Unknown,+13239346838,"Argentine, Steakhouses, Wine Bars",Unknown
Kalaveras,https://www.kalaveras.com,,$$,90277,Redondo Beach,3.9,"228 Ave I, Redondo Beach, CA 90277",897,Unknown,+14243042111,"Cocktail Bars, Mexican, Breakfast & Brunch",Unknown
Tipsy Cow,http://tipsycowla.com/,info@tipsycowla.com,$$,91403,Sherman Oaks,3.9,"15005 Ventura Blvd, Sherman Oaks, CA 91403",1828,Unknown,+18189868470,"American, Breakfast & Brunch, Cocktail Bars",Unknown
Little Bar,http://www.littlebarlounge.com,info@littlebarlounge.com,$$,90036,Los Angeles,3.9,"757 S La Brea Ave, Los Angeles, CA 90036",537,Unknown,,"Lounges, Cocktail Bars, Sports Bars",Unknown
Holy Cow BBQ - Culver City,http://www.holycowbbq.com/,"info@holycowbbq.com, shari@themesulamgroup.com",$$,90230,Culver City,3.9,"4130 Sepulveda Blvd, Ste B, Culver City, CA 90230",1267,Unknown,+14242988220,"Barbeque, Caterers, Cocktail Bars",Unknown
District,http://www.districtdtla.com,events@districtdtla.com,$$,90017,Los Angeles,3.8,"700 West 7th St, Los Angeles, CA 90017",676,Unknown,+12136123185,"Cocktail Bars, American, Venues & Event Spaces",Unknown
Tam O'Shanter,https://www.lawrysonline.com/tam-o-shanter/,,$$$,90039,Los Angeles,3.8,"2980 Los Feliz Blvd, Los Angeles, CA 90039",2272,Unknown,+13236640228,"Gastropubs, Whiskey Bars, Steakhouses",Unknown
On The Thirty,http://www.onthethirty.com/,office@onthethirty.com,$$,91403,Sherman Oaks,3.8,"14622 Ventura Blvd, Ste 112, Sherman Oaks, CA 91403",1716,Unknown,+18187880330,"New American, Bars, Breakfast & Brunch",Unknown
Golden Bull,http://www.goldenbullsantamonica.com,"events@goldenbullsantamonica.com, gm@goldenbullsantamonica.com",$$$,90402,Santa Monica,3.8,"170 W Channel Rd, Santa Monica, CA 90402",349,Unknown,+13102300402,"Steakhouses, American, Bars",Unknown
Madre,http://www.madrerestaurants.com,,$$,90501,Torrance,3.8,"1261 Cabrillo Ave, Ste 100, Torrance, CA 90501",1791,Unknown,+13109748005,"Mexican, Cocktail Bars, Breakfast & Brunch",Unknown
MESSHALL,http://www.messhallkitchen.com,info@messhallkitchen.com,$$,90027,Los Angeles,3.8,"4500 Los Feliz Blvd, Los Angeles, CA 90027",1604,Unknown,+13236606377,"Breakfast & Brunch, New American, Cocktail Bars",Unknown
Drake's Hollywood,http://drakeshollywood.com,,$$$,90069,West Hollywood,3.8,"8747 Melrose Ave, West Hollywood, CA 90069",273,Unknown,+12133346789,"Steakhouses, Pizza, Lounges",Unknown
Saint Felix,http://hollywood.saintfelix.net,,$$,90028,Los Angeles,3.8,"1602 N Cahuenga Blvd, Los Angeles, CA 90028",938,Unknown,+13234695001,"New American, Cocktail Bars",Unknown
The Belmont,http://www.belmontla.com,,$$,90069,Los Angeles,3.8,"747 N La Cienega Blvd, Los Angeles, CA 90069",784,Unknown,+13106598871,"American, New American, Pubs",Unknown
Flora Rooftop Bar,http://www.florarooftop.com,,$$,90245,El Segundo,3.8,"2130 E Maple Ave, El Segundo, CA 90245",195,Unknown,+13103223333,"Lounges, Cocktail Bars",Unknown
The Black Cat,https://theblackcatla.getbento.com,"info@theblackcatla.com, lindsay@villageidiotla.com, reservation@theblackcatla.com, privatediningroom@theblackcatla.com",$$,90029,Los Angeles,3.8,"3909 Sunset Blvd, Los Angeles, CA 90029",599,Unknown,+13236616369,"New American, Cocktail Bars",Unknown
Meet in Paris,https://www.meetinparisla.com,,$$,90232,Culver City,3.8,"9727 Culver Blvd, Culver City, CA 90232",2232,Unknown,+13108158222,"French, Breakfast & Brunch, Cocktail Bars",Unknown
Highly Likely,http://itshighlylikely.com,"hello@itshighlylikely.com., hello@itshighlylikely.com, hello@highlylikely.com",$$,90016,Los Angeles,3.8,"4310 W Jefferson Blvd, Los Angeles, CA 90016",644,Unknown,+13106224550,"Coffee & Tea, Breakfast & Brunch, Bars",Unknown
Hacienda Del Rey,http://www.haciendafamily.com,,$$,90045,Los Angeles,3.8,"8347 Lincoln Blvd, Los Angeles, CA 90045",417,Unknown,+13106708588,"Mexican, Cocktail Bars, Burgers",Unknown
Zinqué,https://www.lezinque.com,,$$,90069,West Hollywood,3.8,"8684 Melrose, West Hollywood, CA 90069",1126,Unknown,+14242843930,"French, Wine Bars, Breakfast & Brunch",Unknown
Joxer Daly's,,,$$,90232,Culver City,3.8,"11168 Washington Blvd, Culver City, CA 90232",475,Unknown,+13108383745,"Pubs, Sports Bars",Unknown
Mona Pasta Bar,https://monapastabar.com,,$$$,90015,Los Angeles,4.6,"111 W 9th St, Los Angeles, CA 90015",122,Unknown,+12138140094,"Italian, Wine Bars",Unknown
The Bar at Short Stories Hotel,http://shortstorieshotels.com,,$$$,90036,Los Angeles,4.6,"115 S Fairfax Ave, Short Stories Hotel, Los Angeles, CA 90036",120,Unknown,+13239373930,"Cocktail Bars, Breakfast & Brunch, Tapas/Small Plates",Unknown
V Wine Room,https://www.vwineroom.com,hello@vwineroom.com,$$,90069,West Hollywood,4.6,"903 Westbourne Dr, West Hollywood, CA 90069",266,Unknown,+13103399202,"Wine Bars, Pizza",Unknown
Hermosa Brewing,https://hermosabrewingco.com,info@hermosabrewco.com,$$,90254,Hermosa Beach,4.6,"1342 Hermosa Ave, Hermosa Beach, CA 90254",284,Unknown,+14243980014,Brewpubs,Unknown
Hill Street Bar & Restaurant,http://www.hillstreetla.com,"events@hillstreetla.com., info@hillstreetla.com",$$,90012,Los Angeles,4.6,"200 S Hill St, Los Angeles, CA 90012",284,Unknown,+18664455781,"New American, Burgers, Cocktail Bars",Unknown
Common Space Brewery,https://www.commonspace.la,hi@commonspace.la,$$,90250,Hawthorne,4.5,"3411 W El Segundo Blvd, Hawthorne, CA 90250",333,Unknown,+14244564355,"Breweries, Venues & Event Spaces",Unknown
The Slip Bar & Eatery - Lomita,http://www.theslipbar.com,,$$,90717,Lomita,4.5,"24503 Narbonne Ave, Lomita, CA 90717",70,Unknown,,"Sports Bars, American",Unknown
The Olive Restobar,https://www.theoliverestobar.com,contact@theoliverestobar.com,$$,90242,Downey,4.5,"8830 Apollo Way, Ste 104, Downey, CA 90242",2342,Unknown,+15624010054,"Mediterranean, Cocktail Bars, Breakfast & Brunch",Unknown
GRANVILLE,https://www.granvillerestaurants.com,,$$$,91601,North Hollywood,4.5,"11136 Magnolia Blvd, North Hollywood, CA 91601",415,Unknown,+18189620858,"New American, Cocktail Bars",Unknown
Maginn’s Irish Pub,http://www.maginnspub.com,contact@maginnspub.com,$$,91321,Santa Clarita,4.5,"24480 Main St, Ste 140, Santa Clarita, CA 91321",348,Unknown,+16614765168,"Irish Pub, Irish, Fish & Chips",Unknown
The Craftsman - Brews & Bites,https://www.eatdrinkcraftsman.com,,$$,90277,Redondo Beach,4.4,"1817 S Catalina Ave, Redondo Beach, CA 90277",57,Unknown,+14244007562,Brewpubs,Unknown
GRANVILLE,https://www.granvillerestaurants.com,,$$,91604,Studio City,4.4,"12345 Ventura Blvd, Ste C, Studio City, CA 91604",2968,Unknown,+18185067050,"New American, Cocktail Bars",Unknown
Decadence,http://www.decadencebar.com,,$$,90254,Hermosa Beach,4.4,"1332 Hermosa Ave, Hermosa Beach, CA 90254",227,Unknown,+14244090990,"New American, Cocktail Bars, Desserts",Unknown
Brews Brothers Brewpub,http://www.brewsbrotherscraftbeer.com,4@l.n,$$,91505,Burbank,4.3,"3000 W Olive Ave, Burbank, CA 91505",205,Unknown,+17472831044,Brewpubs,Unknown
Peninsula Tap House,http://www.peninsulataphouse.com,w7gy@o.jz,$,90275,Palos Verdes Estates,4.3,"31234 Palos Verdes Dr W, Palos Verdes Estates, CA 90275",85,Unknown,+14244047366,"Beer Bar, Sports Bars, Burgers",Unknown
Newhall Refinery,http://newhallrefinery.com,,$$,91321,Santa Clarita,4.3,"24258 Main St, Santa Clarita, CA 91321",1830,Unknown,+16613884477,"New American, Cocktail Bars, Seafood",Unknown
Tu Madre - Los Feliz,http://tumadre.com,,$$,90027,Los Angeles,4.2,"1824 Hillhurst Ave, Los Angeles, CA 90027",590,Unknown,+13234269031,"Tacos, Cocktail Bars",Unknown
Lanea,http://gotolanea.com,"adaaccessibility@gotolanea.com., marketing@gotolanea.com, Marketing@gotolanea.com",$$,90401,Santa Monica,4.2,"217 Broadway, Santa Monica, CA 90401",276,Unknown,+14242657437,"Cocktail Bars, Tacos",Unknown
Good Housekeeping HLP,http://www.goodhousekeepinghlp.com,"events@goodhousekeepinghlp.com, info@goodhousekeepinghlp.com",$$,90042,Los Angeles,4.2,"5631 N Figueroa St, Los Angeles, CA 90042",112,Unknown,+13237396928,Cocktail Bars,Unknown
Basin 141,http://www.basin141.com,info@basin141.com,$$,91020,Montrose,4.2,"2265 Honolulu Ave, Montrose, CA 91020",743,Unknown,+18182364810,"Pubs, Gastropubs, New American",Unknown
foothill,http://www.foothill.co,"info@foothill.co, events@foothill.co",$$,91107,Pasadena,4.2,"2835 E Foothill Blvd, Pasadena, CA 91107",1288,Unknown,+16264492337,"New American, Breakfast & Brunch, Cocktail Bars",Unknown
WeHo Bistro,http://www.wehobistro.com,,$$,90069,West Hollywood,4.2,"1040 N La Cienega Blvd, West Hollywood, CA 90069",1113,Unknown,+13106579696,"French, Breakfast & Brunch, Cocktail Bars",Unknown
Wirtshaus,http://www.WirtshausLA.com,,$$,90036,Los Angeles,4.2,"345 N La Brea Ave, Los Angeles, CA 90036",1200,Unknown,+13239319291,"German, Pubs, Beer Gardens",Unknown
Luminarias Restaurant & Special Events,https://www.luminariasrestaurant.com,,$$,91754,Monterey Park,4.1,"3500 W Ramona Blvd, Monterey Park, CA 91754",2505,Unknown,+13232684177,"New American, Venues & Event Spaces, Cocktail Bars",Unknown
33 Taps-Silver Lake,http://www.eatdrink33.com,,$$,90026,Los Angeles,4.1,"3725 W Sunset Blvd, Los Angeles, CA 90026",695,Unknown,+13233387777,"Sports Bars, Breakfast & Brunch, Gastropubs",Unknown
Serendipity Restaurant,,,$$,90277,Redondo Beach,4.1,"1814 S Pacific Coast Hwy, Redondo Beach, CA 90277",252,Unknown,+13105040739,"Sports Bars, Breakfast & Brunch",Unknown
Orto Santa Monica,https://www.ortosantamonica.com,ortosantamonica@gmail.com,$$$,90401,Santa Monica,4.1,"502 Santa Monica Blvd, Santa Monica, CA 90401",332,Unknown,+14244338100,"Italian, Cocktail Bars",Unknown
The Barn Cafe & Restaurant,https://cafethebarnkt.com,cafethebarnktown@gmail.com,$$,90004,Los Angeles,4.1,"228 S Oxford Ave, Los Angeles, CA 90004",238,Unknown,+12133155149,"Cafes, Korean, Bars",Unknown
Bludso's BBQ,http://www.bludsosbbq.com,"vannuys@bludsosbbq.com, santamonica@bludsosbbq.com, labrea@bludsosbbq.com",$$,90036,Los Angeles,4.1,"609 N La Brea Ave, Los Angeles, CA 90036",3388,Unknown,+13239312583,"Barbeque, American, Cocktail Bars",Unknown
General Admission Kitchen + Bar,https://www.generaladmissionla.com,kamran@generaladmissionla.com,$$,90068,Los Angeles,4.1,"3311 Cahuenga Blvd W, Los Angeles, CA 90068",341,Unknown,+13239635011,"Beer Bar, New American, Cocktail Bars",Unknown
Ronan,http://www.ronanla.com,holler@ronanla.com,$$$,90046,Los Angeles,4.1,"7315 Melrose Ave, Los Angeles, CA 90046",394,Unknown,+13239175100,"Pizza, Italian, Cocktail Bars",Unknown
The Lonely Oyster,https://thelonelyoyster.com,,$$$,90026,Los Angeles,4.0,"1320 Echo Park Ave, Los Angeles, CA 90026",366,Unknown,+12132217615,"Cocktail Bars, Live/Raw Food, Seafood",Unknown
Monsieur Marcel Bistro,https://www.mrmarcel.com,,$$$,90036,Los Angeles,4.0,"6333 W 3rd St, Ste 150, Los Angeles, CA 90036",1046,Unknown,+13236059020,"French, Seafood, Wine Bars",Unknown
Bluewater Grill - Redondo Beach,https://www.bluewatergrill.com/location/redondo/,,$$$,90277,Redondo Beach,4.0,"665 North Harbor Dr, Redondo Beach, CA 90277",2019,Unknown,+13103183474,"Seafood, Venues & Event Spaces, Cocktail Bars",Unknown
Over Under Public House,http://www.overunderburbank.com,,$$,91502,Burbank,4.0,"310 N San Fernando Blvd, Burbank, CA 91502",1292,Unknown,+18182379186,"New American, Sports Bars, Cocktail Bars",Unknown
Anejo Cantina & Grill,http://www.anejola.com/,,$$,91403,Sherman Oaks,3.9,"14755 Ventura Blvd, Sherman Oaks, CA 91403",2771,Unknown,+18183803180,"Mexican, Cocktail Bars, Seafood",Unknown
Formosa Cafe,https://theformosacafe.com,formosa@1933group.com,$$,90046,West Hollywood,3.9,"7156 Santa Monica Blvd, West Hollywood, CA 90046",815,Unknown,+13237941106,"Cocktail Bars, Chinese, Noodles",Unknown
Bon Vivant Market & Cafe,http://www.bonvivantmarketcafe.com,,$$,90039,Atwater Village,3.9,"3155 Glendale Blvd, Atwater Village, CA 90039",1155,Unknown,+13232848013,"Cocktail Bars, American, Desserts",Unknown
Te'Kila,http://tekilahollywood.com/,,$$,90028,Los Angeles,3.9,"6541 Hollywood Blvd, Los Angeles, CA 90028",1291,Unknown,+13239602404,"Bars, Mexican",Unknown
Bar Louie - The Promenade at Downey,https://www.barlouie.com/locations/us/ca/downey/the-promenade-at-downey,,$$,90242,Downey,3.9,"8860 Apollo Way, Ste 304, Downey, CA 90242",2530,Unknown,+15624144400,"Bars, Gastropubs, New American",Unknown
Thirsty Crow,http://www.thirstycrowbar.com/,"press@1933group.com, thirstycrow@1933group.com, filming@1933group.com",$$,90026,Los Angeles,3.9,"2939 W Sunset Blvd, Los Angeles, CA 90026",784,Unknown,+13236616007,Cocktail Bars,Unknown
Rosti Tuscan Kitchen - Santa Monica,https://www.rostituscankitchen.com/santa-monica/,,$$,90403,Santa Monica,3.9,"931 Montana Ave, Santa Monica, CA 90403",909,Unknown,+13103933236,"Italian, Wine Bars, New American",Unknown
Biergarten,http://www.biergartenla.com,,$$,90004,Los Angeles,3.8,"206 N Western Ave, Los Angeles, CA 90004",901,Unknown,+13234664860,"Gastropubs, Korean, Sports Bars",Unknown
Barbrix Restaurant & Wine Shop,http://www.barbrix.com,info@barbrix.com,$$,90027,Los Angeles,3.8,"2442 Hyperion Ave, Los Angeles, CA 90027",1260,Unknown,+13236622442,"Wine Bars, Italian, Beer, Wine & Spirits",Unknown
Mi Corazon,https://www.mi-corazon.net,info@mi-corazon.net,$$,90027,Los Angeles,3.8,"2609 Hyperion Ave, Los Angeles, CA 90027",693,Unknown,+13235223320,"Mexican, Cocktail Bars",Unknown
Tower Bar,http://www.sunsettowerhotel.com/,"hostess@sunsettowerhotel.com, press@jkhotelgroup.com, reservations@sunsettowerhotel.com, info@sunsettowerhotel.com, ap@sunsettowerhotel.com, events@sunsettowerhotel.com",$$$,90069,Los Angeles,3.7,"8358 W Sunset Blvd, Los Angeles, CA 90069",374,Unknown,+13238486677,"New American, Lounges",Unknown
Madre,https://madrerestaurants.com,,$$,90046,Los Angeles,3.7,"801 N Fairfax Ave, Ste 101, Los Angeles, CA 90046",341,Unknown,+13238508518,"Mexican, Cocktail Bars, Breakfast & Brunch",Unknown
Zinqué,https://www.lezinque.com/century-city,,$$,90067,Los Angeles,3.7,"10250 Santa Monica Blvd, St 2790, Los Angeles, CA 90067",450,Unknown,+14242049403,"French, Cocktail Bars, Breakfast & Brunch",Unknown
The Shack,https://the-shacks.com,,$,90293,Playa Del Rey,3.7,"185 Culver Blvd, Playa Del Rey, CA 90293",486,Unknown,+13108236222,"Sports Bars, American",Unknown
The Corner Door,https://www.the-corner-door.com,liz@umbrellahospitalitygroup.com,$$,90066,Culver City,3.7,"12477 W Washington Blvd, Culver City, CA 90066",515,Unknown,+13103135810,"New American, Italian, Cocktail Bars",Unknown
